12300 elements of T-matrix
s sp m mp n np Tr Ti 
1 1 3 3 3 13 -8.32128365729159e-10 2.74650537558136e-08
1 1 3 3 3 15 -5.5434997558601e-11 1.84277749745493e-09
1 1 3 3 3 17 -2.97750025586654e-12 9.96954841768869e-11
1 1 3 3 3 19 -1.31754715456096e-13 4.44367495309232e-12
1 1 3 3 3 21 -4.88468527028627e-15 1.65991217975875e-13
1 1 3 3 3 23 -1.53801971824506e-16 5.26893006108754e-15
1 1 3 3 5 1 -9.64622481306844e-07 3.0061882394582e-05
1 1 3 3 5 3 -2.33043199512836e-06 7.4168348934838e-05
1 1 3 3 5 5 -1.54567157353243e-06 4.96481862236138e-05
1 1 3 3 5 7 -5.13075063377414e-07 1.65878359957688e-05
1 1 3 3 5 9 -1.05172534658187e-07 3.41788894505656e-06
1 1 3 3 5 11 -1.48469115039111e-08 4.84505162556447e-07
1 1 3 3 5 13 -1.54286472578812e-09 5.05342646839399e-08
1 1 3 3 5 15 -1.23568421975504e-10 4.05978840501166e-09
1 1 3 3 5 17 -7.88422578776802e-12 2.59705698576488e-10
1 1 3 3 5 19 -4.10949048291164e-13 1.356920369398e-11
1 1 3 3 5 21 -1.7855259592486e-14 5.90816471518423e-13
1 1 3 3 5 23 -6.57298376315958e-16 2.17904652647463e-14
1 1 3 3 7 1 -1.15445568222905e-07 3.65017943021352e-06
1 1 3 3 7 3 -5.55581759317342e-07 1.78840603065948e-05
1 1 3 3 7 5 -5.13072089076416e-07 1.65878357908939e-05
1 1 3 3 7 7 -2.11619988026513e-07 6.86202716456515e-06
1 1 3 3 7 9 -5.08668929274939e-08 1.65346229201604e-06
1 1 3 3 7 11 -8.1281053999562e-09 2.64726418318246e-07
1 1 3 3 7 13 -9.33636911757329e-10 3.04621112683159e-08
1 1 3 3 7 15 -8.12181290187496e-11 2.6552435575894e-09
1 1 3 3 7 17 -5.56126921556888e-12 1.82028901456955e-10
1 1 3 3 7 19 -3.08091789624459e-13 1.00947647069109e-11
1 1 3 3 7 21 -1.41153364344379e-14 4.63005671332709e-13
1 1 3 3 7 23 -5.44513308691296e-16 1.78787590109443e-14
1 1 3 3 9 1 -7.22564087798112e-09 2.31477648408776e-07
1 1 3 3 9 3 -8.71853319604374e-08 2.83271480667134e-06
1 1 3 3 9 5 -1.05175599310816e-07 3.41789381350129e-06
1 1 3 3 9 7 -5.08683458493174e-08 1.65346527595149e-06
1 1 3 3 9 9 -1.36788101878287e-08 4.44824914887828e-07
1 1 3 3 9 11 -2.38029526765216e-09 7.74413756057744e-08
1 1 3 3 9 13 -2.92708820619433e-10 9.52459920307969e-09
1 1 3 3 9 15 -2.68990229752742e-11 8.76714052859532e-10
1 1 3 3 9 17 -1.92886662108232e-12 6.29322259099014e-11
1 1 3 3 9 19 -1.11289512559704e-13 3.63020778558149e-12
1 1 3 3 9 21 -5.28026443028968e-15 1.72262129600848e-13
1 1 3 3 9 23 -2.09952988234293e-16 6.85235908521693e-15
1 1 3 3 11 1 5.02161622346902e-11 -1.44036339983228e-09
1 1 3 3 11 3 -9.79832674953536e-09 3.20979687580851e-07
1 1 3 3 11 5 -1.48448090394143e-08 4.84498436235776e-07
1 1 3 3 11 7 -8.12638363810112e-09 2.64719083254536e-07
1 1 3 3 11 9 -2.37977384607753e-09 7.74385810100376e-08
1 1 3 3 11 11 -4.41664814925554e-10 1.43629839183374e-08
1 1 3 3 11 13 -5.72004110101159e-11 1.85781101033072e-09
1 1 3 3 11 15 -5.48266113903729e-12 1.78164935603164e-10
1 1 3 3 11 17 -4.06357147982295e-13 1.32413231379475e-11
1 1 3 3 11 19 -2.41744119397347e-14 7.87343182514982e-13
1 1 3 3 11 21 -1.17938329163753e-15 3.8353245233218e-14
1 1 3 3 11 23 -4.80139294340841e-17 1.5606857762103e-15
1 1 3 3 13 1 6.17857695046e-11 -1.97802299509579e-09
1 1 3 3 13 3 -8.32032308055901e-10 2.74642638986861e-08
1 1 3 3 13 5 -1.54249407909948e-09 5.05322023539622e-08
1 1 3 3 13 7 -9.33241328243496e-10 3.04616731496251e-08
1 1 3 3 13 9 -2.92469053129531e-10 9.52500527871523e-09
1 1 3 3 13 11 -5.71359351496264e-11 1.85798513688919e-09
1 1 3 3 13 13 -7.70940642810204e-12 2.50236582531637e-10
1 1 3 3 13 15 -7.66028276807546e-13 2.47995568984315e-11
1 1 3 3 13 17 -5.82534365298761e-14 1.89373803426355e-12
1 1 3 3 13 19 -3.53866207794859e-15 1.1540863965466e-13
1 1 3 3 13 21 -1.76740090544504e-16 5.74692404486503e-15
1 1 3 3 13 23 -7.34800684684433e-18 2.38296420879467e-16
1 1 3 3 15 1 7.41182932048492e-12 -2.38602186537572e-10
1 1 3 3 15 3 -5.55256236908043e-11 1.84289280130949e-09
1 1 3 3 15 5 -1.23787124480378e-10 4.05984167828325e-09
1 1 3 3 15 7 -8.13885900109067e-11 2.65539296138102e-09
1 1 3 3 15 9 -2.69670560505715e-11 8.76974534046199e-10
1 1 3 3 15 11 -5.49545493905862e-12 1.78311834607442e-10
1 1 3 3 15 13 -7.66615510260317e-13 2.48335256506633e-11
1 1 3 3 15 15 -7.85054769056394e-14 2.53108570625909e-12
1 1 3 3 15 17 -6.13342369100874e-15 1.97476407085659e-13
1 1 3 3 15 19 -3.7698812898422e-16 1.22623478269131e-14
1 1 3 3 15 21 -1.91077273400281e-17 6.22427563199277e-16
1 1 3 3 15 23 -8.10668137959466e-19 2.62496039623269e-17
1 1 3 3 17 1 5.66855694782168e-13 -1.81422118042052e-11
1 1 3 3 17 3 -3.02796040237544e-12 9.98834445784871e-11
1 1 3 3 17 5 -7.99874460457673e-12 2.60122320813119e-10
1 1 3 3 17 7 -5.63509412867409e-12 1.82291509012755e-10
1 1 3 3 17 9 -1.95412286537753e-12 6.30244235338813e-11
1 1 3 3 17 11 -4.12187590197455e-13 1.32685666450296e-11
1 1 3 3 17 13 -5.91188413339247e-14 1.90068689927892e-12
1 1 3 3 17 15 -6.18042536202472e-15 1.98534464789934e-13
1 1 3 3 17 17 -4.9637875389705e-16 1.58004617945746e-14
1 1 3 3 17 19 -3.10346586015784e-17 9.93092638289919e-16
1 1 3 3 17 21 -1.57075388558006e-18 5.11128098239612e-17
1 1 3 3 17 23 -6.74760606513679e-20 2.19073657887549e-18
1 1 3 3 19 1 3.18460389173977e-14 -1.03284706835065e-12
1 1 3 3 19 3 -1.3811973660211e-13 4.48466871290621e-12
1 1 3 3 19 5 -4.16283983914898e-13 1.36218319737223e-11
1 1 3 3 19 7 -3.07639351649232e-13 1.01107100908086e-11
1 1 3 3 19 9 -1.1000182474032e-13 3.62982287279121e-12
1 1 3 3 19 11 -2.37385344195702e-14 7.86380731941916e-13
1 1 3 3 19 13 -3.46710461919047e-15 1.15287563045324e-13
1 1 3 3 19 15 -3.6791588352714e-16 1.22779554109742e-14
1 1 3 3 19 17 -2.97741221883701e-17 9.96966983657924e-16
1 1 3 3 19 19 -1.91737173656178e-18 6.33929151327683e-17
1 1 3 3 19 21 -9.69469208902501e-20 3.27296550494761e-18
1 1 3 3 19 23 -4.10369246509144e-21 1.41888020093397e-19
1 1 3 3 21 1 1.09318874743458e-15 -4.45088494247442e-14
1 1 3 3 21 3 -4.47571932452688e-15 1.64285558570968e-13
1 1 3 3 21 5 -1.39359416305709e-14 5.64502619157285e-13
1 1 3 3 21 7 -1.03860643956764e-14 4.3689891528235e-13
1 1 3 3 21 9 -3.72748427426128e-15 1.61151438852652e-13
1 1 3 3 21 11 -8.05669215068562e-16 3.56348177428404e-14
1 1 3 3 21 13 -1.17716904906177e-16 5.31137367810039e-15
1 1 3 3 21 15 -1.24874054352706e-17 5.73515055664696e-16
1 1 3 3 21 17 -1.00975497014605e-18 4.71193951439049e-17
1 1 3 3 21 19 -6.44805911792602e-20 3.05228763865971e-18
1 1 3 3 21 21 -3.37826593052487e-21 1.5746236503599e-19
1 1 3 3 21 23 -1.36152873179117e-22 6.78528077106721e-21
1 1 3 3 23 1 5.98412387795751e-18 -1.12200569115368e-15
1 1 3 3 23 3 -4.08019542111913e-17 3.80413224495236e-15
1 1 3 3 23 5 -8.03397905526502e-17 1.40271691437058e-14
1 1 3 3 23 7 -4.54869365776612e-17 1.11028629217922e-14
1 1 3 3 23 9 -1.2459803826775e-17 4.15492973841795e-15
1 1 3 3 23 11 -1.98113260098668e-18 9.28874484829631e-16
1 1 3 3 23 13 -1.967531370037e-19 1.39679415155159e-16
1 1 3 3 23 15 -1.19550394510497e-20 1.51942479682468e-17
1 1 3 3 23 17 -3.09229345862498e-22 1.25620679254026e-18
1 1 3 3 23 19 1.85879417936262e-23 8.18170336125814e-20
1 1 3 3 23 21 2.7953140777539e-24 4.31312983601817e-21
1 1 3 3 23 23 1.47823117939577e-25 1.80222593911657e-22
1 1 3 3 2 2 -8.24994517660196e-06 0.000251774981373258
1 1 3 3 2 4 -3.69250867119107e-06 0.000115739623579339
1 1 3 3 2 6 -8.66904239494522e-07 2.76034877475756e-05
1 1 3 3 2 8 -1.28657690470673e-07 4.14816903564574e-06
1 1 3 3 2 10 -1.30855052967863e-08 4.26985175550657e-07
1 1 3 3 2 12 -9.44635087663657e-10 3.12564510532426e-08
1 1 3 3 2 14 -4.80474981293814e-11 1.62277739977e-09
1 1 3 3 2 16 -1.54227856955596e-12 5.46127025629075e-11
1 1 3 3 2 18 -9.71840099508704e-15 5.60761293007633e-13
1 1 3 3 2 20 2.37742822433225e-15 -6.67069429985182e-14
1 1 3 3 2 22 1.83246751953238e-16 -5.58371423013423e-15
1 1 3 3 4 2 -3.69250703009419e-06 0.000115739632091836
1 1 3 3 4 4 -3.16657234358521e-06 0.000100745717288513
1 1 3 3 4 6 -1.20805580470896e-06 3.88218483634202e-05
1 1 3 3 4 8 -2.72825145099844e-07 8.83572005349404e-06
1 1 3 3 4 10 -4.15349889555084e-08 1.35374095879353e-06
1 1 3 3 4 12 -4.59668865450088e-09 1.50632226611444e-07
1 1 3 3 4 14 -3.88691777413175e-10 1.2797582741629e-08
1 1 3 3 4 16 -2.6022944340632e-11 8.60304896682525e-10
1 1 3 3 4 18 -1.41652670515779e-12 4.70069687980256e-11
1 1 3 3 4 20 -6.40319387077651e-14 2.1320875794801e-12
1 1 3 3 4 22 -2.44465730731578e-15 8.16509555748421e-14
1 1 3 3 6 2 -8.66903083901476e-07 2.76034737862777e-05
1 1 3 3 6 4 -1.20805505830421e-06 3.8821823758101e-05
1 1 3 3 6 6 -6.28858633614871e-07 2.03189906358071e-05
1 1 3 3 6 8 -1.7825088925253e-07 5.78311740425695e-06
1 1 3 3 6 10 -3.24185255011451e-08 1.0553108448265e-06
1 1 3 3 6 12 -4.14909197196734e-09 1.35425762726373e-07
1 1 3 3 6 14 -3.96314769655805e-10 1.29698923863469e-08
1 1 3 3 6 16 -2.94707313034473e-11 9.66406136035239e-10
1 1 3 3 6 18 -1.75876961184505e-12 5.7770827734207e-11
1 1 3 3 6 20 -8.62423504122159e-14 2.83743757313974e-12
1 1 3 3 6 22 -3.54186958774347e-15 1.16698432634454e-13
1 1 3 3 8 2 -1.28658445551242e-07 4.14817226922426e-06
1 1 3 3 8 4 -2.72827111500516e-07 8.83574117573025e-06
1 1 3 3 8 6 -1.78251902712668e-07 5.7831339058418e-06
1 1 3 3 8 8 -5.89502030713334e-08 1.91529117692457e-06
1 1 3 3 8 10 -1.20251442318353e-08 3.91219794442965e-07
1 1 3 3 8 12 -1.68431011200046e-09 5.48443744178343e-08
1 1 3 3 8 14 -1.73033408821144e-10 5.64253914626738e-09
1 1 3 3 8 16 -1.36656620949209e-11 4.46311203174058e-10
1 1 3 3 8 18 -8.59082954500276e-13 2.80700945492845e-11
1 1 3 3 8 20 -4.40562288834363e-14 1.44028171415142e-12
1 1 3 3 8 22 -1.88098136990799e-15 6.15369503397261e-14
1 1 3 3 10 2 -1.30853956990974e-08 4.26985835251907e-07
1 1 3 3 10 4 -4.15348650057149e-08 1.35373693843874e-06
1 1 3 3 10 6 -3.24192236264535e-08 1.05530295449257e-06
1 1 3 3 10 8 -1.20256441451805e-08 3.91216363581687e-07
1 1 3 3 10 10 -2.66780483905926e-09 8.67722230193729e-08
1 1 3 3 10 12 -3.9891844145757e-10 1.29699425996487e-08
1 1 3 3 10 14 -4.32189207536114e-11 1.40511213152934e-09
1 1 3 3 10 16 -3.56077813418237e-12 1.16012741710903e-10
1 1 3 3 10 18 -2.32259261062027e-13 7.57001048485661e-12
1 1 3 3 10 20 -1.23121057062807e-14 4.00930026950684e-13
1 1 3 3 10 22 -5.40796363416179e-16 1.76067936877121e-14
1 1 3 3 12 2 -9.44781203831154e-10 3.12566600956429e-08
1 1 3 3 12 4 -4.59512632994721e-09 1.50629529983693e-07
1 1 3 3 12 6 -4.14647335220607e-09 1.35422177441351e-07
1 1 3 3 12 8 -1.68270505450146e-09 5.48425958501993e-08
1 1 3 3 12 10 -3.98436536273886e-10 1.29693808311318e-08
1 1 3 3 12 12 -6.26715883696537e-11 2.03789416712351e-09
1 1 3 3 12 14 -7.0839901500968e-12 2.29886736766935e-10
1 1 3 3 12 16 -6.03377504562313e-13 1.96197084644837e-11
1 1 3 3 12 18 -4.03933157201857e-14 1.31773742817692e-12
1 1 3 3 12 20 -2.19826758777852e-15 7.16007800418928e-14
1 1 3 3 12 22 -9.88936069318635e-17 3.21446886921297e-15
1 1 3 3 14 2 -4.8194868146116e-11 1.62327482424206e-09
1 1 3 3 14 4 -3.86689096107221e-10 1.27912487938906e-08
1 1 3 3 14 6 -3.93488504806949e-10 1.29612186616119e-08
1 1 3 3 14 8 -1.71544901041714e-10 5.6386154339533e-09
1 1 3 3 14 10 -4.27714086201085e-11 1.40427350002192e-09
1 1 3 3 14 12 -7.00283139177069e-12 2.29779607242677e-10
1 1 3 3 14 14 -8.18447206452921e-13 2.67980889218147e-11
1 1 3 3 14 16 -7.18560446473138e-14 2.34889470873867e-12
1 1 3 3 14 18 -4.89629397119506e-15 1.61322381777942e-13
1 1 3 3 14 20 -2.70874365028233e-16 8.95517108682597e-15
1 1 3 3 14 22 -1.24444727326622e-17 4.09805045940179e-16
1 1 3 3 16 2 -1.62359898828968e-12 5.49869355141551e-11
1 1 3 3 16 4 -2.49771279715388e-11 8.55682671835564e-10
1 1 3 3 16 6 -2.79575794186575e-11 9.59662412660302e-10
1 1 3 3 16 8 -1.28712308329167e-11 4.42772595607444e-10
1 1 3 3 16 10 -3.33635726238089e-12 1.15045352597194e-10
1 1 3 3 16 12 -5.630123552033e-13 1.9462261887543e-11
1 1 3 3 16 14 -6.73424307193287e-14 2.33369179129422e-12
1 1 3 3 16 16 -6.06344365435502e-15 2.09355451271581e-13
1 1 3 3 16 18 -4.21191935209084e-16 1.46134833369819e-14
1 1 3 3 16 20 -2.33286945654516e-17 8.23929940481928e-16
1 1 3 3 16 22 -1.08384610852379e-18 3.83572149757113e-17
1 1 3 3 18 2 -3.17259893206072e-14 7.0530319198645e-13
1 1 3 3 18 4 -1.13801435103059e-12 4.52599322907149e-11
1 1 3 3 18 6 -1.35298769380412e-12 5.52061975517563e-11
1 1 3 3 18 8 -6.43401907544115e-13 2.6700340017001e-11
1 1 3 3 18 10 -1.70526906773432e-13 7.1763079586855e-12
1 1 3 3 18 12 -2.92629107916355e-14 1.24677152925546e-12
1 1 3 3 18 14 -3.54685177749627e-15 1.52810363801502e-13
1 1 3 3 18 16 -3.21519635770618e-16 1.39930468725754e-14
1 1 3 3 18 18 -2.29025144944281e-17 9.90973963552105e-16
1 1 3 3 18 20 -1.26486630604193e-18 5.62138492058452e-17
1 1 3 3 18 22 -5.75364448204598e-20 2.64764561332953e-18
1 1 3 3 20 2 -8.12657179370579e-16 -3.49796313434419e-14
1 1 3 3 20 4 -2.48189262394842e-14 1.76134818471889e-12
1 1 3 3 20 6 -2.88303398743128e-14 2.28994695282543e-12
1 1 3 3 20 8 -1.34190432802705e-14 1.14673966963101e-12
1 1 3 3 20 10 -3.48108923807072e-15 3.15972734990277e-13
1 1 3 3 20 12 -5.84630601690698e-16 5.59795437364887e-14
1 1 3 3 20 14 -6.93567061964027e-17 6.97245793346277e-15
1 1 3 3 20 16 -6.15572293608983e-18 6.47211208906924e-16
1 1 3 3 20 18 -4.2574082176046e-19 4.66534168961267e-17
1 1 3 3 20 20 -2.44527168179117e-20 2.65167445158087e-18
1 1 3 3 20 22 -9.58749255036094e-22 1.24259836643616e-19
1 1 3 3 22 2 -5.18369730780051e-17 -1.61647679648574e-15
1 1 3 3 22 4 2.54703080934562e-16 3.77547843714712e-14
1 1 3 3 22 6 4.57979114619565e-16 5.12208950651346e-14
1 1 3 3 22 8 2.67393894083005e-16 2.62409424210417e-14
1 1 3 3 22 10 8.18157705511033e-17 7.3489088371402e-15
1 1 3 3 22 12 1.57074692674417e-17 1.31873734140956e-15
1 1 3 3 22 14 2.08762515894735e-18 1.6599333388737e-16
1 1 3 3 22 16 2.04514050164886e-19 1.55457435672888e-17
1 1 3 3 22 18 1.54285503469342e-20 1.12918013292257e-18
1 1 3 3 22 20 9.26000221222039e-22 6.56016166534215e-20
1 1 3 3 22 22 4.3805883072235e-23 2.96780894939693e-21
1 2 3 3 1 2 0.000285326300406063 8.67232367553896e-06
1 2 3 3 1 4 0.000121686645484064 3.58189572484896e-06
1 2 3 3 1 6 1.73037533388976e-05 4.71548354322478e-07
1 2 3 3 1 8 -1.25486497346034e-07 -1.59723824977396e-08
1 2 3 3 1 10 -4.43169621242504e-07 -1.51538356308308e-08
1 2 3 3 1 12 -8.44388670135463e-08 -2.72650453041847e-09
1 2 3 3 1 14 -9.53933469049746e-09 -3.00861752855518e-10
1 2 3 3 1 16 -7.72964507609339e-10 -2.40379003027917e-11
1 2 3 3 1 18 -4.83809103378559e-11 -1.48924592710399e-12
1 2 3 3 1 20 -2.43783282401219e-12 -7.44369374935549e-14
1 2 3 3 1 22 -1.01628013327418e-13 -3.08221765794961e-15
1 2 3 3 3 2 -3.57583059219055e-15 -1.07807499634808e-16
1 2 3 3 3 4 9.92490083251095e-05 3.07473733654972e-06
1 2 3 3 3 6 0.000114247570135004 3.43140174091104e-06
1 2 3 3 3 8 4.44251370430943e-05 1.30254729788407e-06
1 2 3 3 3 10 9.34095652588649e-06 2.6664892958263e-07
1 2 3 3 3 12 1.23638770361918e-06 3.40568866126468e-08
1 2 3 3 3 14 1.09706412409403e-07 2.85437534750051e-09
1 2 3 3 3 16 6.5246620262433e-09 1.50729422047676e-10
1 2 3 3 3 18 2.25683751337028e-10 3.24594233349219e-12
1 2 3 3 3 20 -5.31550141714704e-13 -2.34816547486437e-13
1 2 3 3 3 22 -6.5898685866732e-13 -3.08178027303935e-14
1 2 3 3 5 2 -5.14083054671776e-14 -2.00622829131522e-15
1 2 3 3 5 4 -2.60202607025472e-15 -9.45622282551516e-17
1 2 3 3 5 6 1.93481751636305e-05 6.07551384105244e-07
1 2 3 3 5 8 4.558345614494e-05 1.37800600312983e-06
1 2 3 3 5 10 2.91421589603695e-05 8.65931450858762e-07
1 2 3 3 5 12 9.31603124042136e-06 2.73383479680423e-07
1 2 3 3 5 14 1.84069703689977e-06 5.34575677909125e-08
1 2 3 3 5 16 2.50762315267699e-07 7.21657323259663e-09
1 2 3 3 5 18 2.51886073743913e-08 7.18847770276268e-10
1 2 3 3 5 20 1.95256730964373e-09 5.53011935252457e-11
1 2 3 3 5 22 1.20732022679056e-10 3.39502570369832e-12
1 2 3 3 7 2 6.10693472399428e-12 1.70542464480406e-13
1 2 3 3 7 4 2.57794273541077e-13 7.15210472371363e-15
1 2 3 3 7 6 9.23019917423356e-15 2.54472992631128e-16
1 2 3 3 7 8 2.26815114332122e-06 7.25107687859074e-08
1 2 3 3 7 10 1.05770878614183e-05 3.20437314814436e-07
1 2 3 3 7 12 9.5475093959671e-06 2.84923767565996e-07
1 2 3 3 7 14 3.8675370822206e-06 1.14410804564911e-07
1 2 3 3 7 16 9.15743438418924e-07 2.69192958596275e-08
1 2 3 3 7 18 1.44419720541491e-07 4.22445275783154e-09
1 2 3 3 7 20 1.64011658636501e-08 4.77791865717203e-10
1 2 3 3 7 22 1.41298102238098e-09 4.10128080383004e-11
1 2 3 3 9 2 9.58503897603876e-11 2.77416399800273e-12
1 2 3 3 9 4 5.26525851759928e-12 1.51998468379703e-13
1 2 3 3 9 6 2.39421588723144e-13 6.89519599885552e-15
1 2 3 3 9 8 9.17273419472287e-15 2.63611592643803e-16
1 2 3 3 9 10 1.4524365383056e-07 4.86491164994512e-09
1 2 3 3 9 12 1.63630348169664e-06 4.95972550643807e-08
1 2 3 3 9 14 1.93611758280227e-06 5.78658099611103e-08
1 2 3 3 9 16 9.24928234513029e-07 2.7453884908347e-08
1 2 3 3 9 18 2.46447870362149e-07 7.28170406240112e-09
1 2 3 3 9 20 4.25679041855815e-08 1.25342645902887e-09
1 2 3 3 9 22 5.20128870530588e-09 1.52747659301338e-10
1 2 3 3 11 2 4.76082181122549e-10 1.3945131603216e-11
1 2 3 3 11 4 3.39978032495577e-11 9.9373212227918e-13
1 2 3 3 11 6 1.9521039599013e-12 5.6977667062404e-14
1 2 3 3 11 8 9.2256543027652e-14 2.68904723392988e-15
1 2 3 3 11 10 3.65656578765214e-15 1.06438364498532e-16
1 2 3 3 11 12 2.26438697186453e-10 4.99877900860089e-11
1 2 3 3 11 14 1.8247029363683e-07 5.52858195332899e-09
1 2 3 3 11 16 2.70937218142816e-07 8.09633947315213e-09
1 2 3 3 11 18 1.46709303287127e-07 4.3582136090844e-09
1 2 3 3 11 20 4.26417784583357e-08 1.26197461603486e-09
1 2 3 3 11 22 7.8688518544198e-09 2.32225254539156e-10
1 2 3 3 13 2 1.01370722020041e-09 2.98523908083122e-11
1 2 3 3 13 4 9.69217388048861e-11 2.8487288927376e-12
1 2 3 3 13 6 7.18090031957963e-12 2.10571181188654e-13
1 2 3 3 13 8 4.25630301556144e-13 1.24638428457592e-14
1 2 3 3 13 10 2.06785522330644e-14 6.05040940602868e-16
1 2 3 3 13 12 8.39611547541328e-16 2.45424257406671e-17
1 2 3 3 13 14 -1.02863923405249e-09 -2.75696164398108e-11
1 2 3 3 13 16 1.54301400597207e-08 4.65715784332605e-10
1 2 3 3 13 18 2.79442199308339e-08 8.29346508130444e-10
1 2 3 3 13 20 1.67183776697413e-08 4.92677154357408e-10
1 2 3 3 13 22 5.2006748084767e-09 1.52533508923848e-10
1 2 3 3 15 2 1.01042444138472e-09 2.95246181876737e-11
1 2 3 3 15 4 1.3565706930808e-10 3.95142993844159e-12
1 2 3 3 15 6 1.34221323292118e-11 3.89985121716734e-13
1 2 3 3 15 8 1.02348664619295e-12 2.96484922332653e-14
1 2 3 3 15 10 6.21939676449948e-14 1.79596547242538e-15
1 2 3 3 15 12 3.08834306740736e-15 8.90418882923209e-17
1 2 3 3 15 14 1.27808530510944e-16 3.68045019563568e-18
1 2 3 3 15 16 -1.2618195514358e-10 -3.37944841605214e-12
1 2 3 3 15 18 1.02250599318865e-09 3.00495165341813e-11
1 2 3 3 15 20 2.21057744245959e-09 6.28069946120218e-11
1 2 3 3 15 22 1.4340562872091e-09 4.01278591542998e-11
1 2 3 3 17 2 4.70992885095637e-10 1.30354409469911e-11
1 2 3 3 17 4 9.53546891053744e-11 2.61531754746937e-12
1 2 3 3 17 6 1.32332272379028e-11 3.6010798347442e-13
1 2 3 3 17 8 1.34604383364187e-12 3.63745778944575e-14
1 2 3 3 17 10 1.05066159861681e-13 2.82237950501374e-15
1 2 3 3 17 12 6.51205932575544e-15 1.73692793422815e-16
1 2 3 3 17 14 3.29094032450601e-16 8.72494658999185e-18
1 2 3 3 17 16 1.38324346345089e-17 3.65387938602285e-19
1 2 3 3 17 18 -9.18606877384074e-12 -2.01142095874624e-13
1 2 3 3 17 20 5.34315492725791e-11 1.37810091842202e-12
1 2 3 3 17 22 1.34813110427497e-10 3.16947492285503e-12
1 2 3 3 19 2 9.32600620813321e-11 2.10270296317245e-12
1 2 3 3 19 4 3.19595046953728e-11 6.98844417241776e-13
1 2 3 3 19 6 6.68200907155755e-12 1.42439969471897e-13
1 2 3 3 19 8 9.51684934568592e-13 1.98409446258157e-14
1 2 3 3 19 10 9.89186811544767e-14 2.02175592875179e-15
1 2 3 3 19 12 7.86656141390639e-15 1.57936552527689e-16
1 2 3 3 19 14 4.95191468920455e-16 9.78335154808711e-18
1 2 3 3 19 16 2.53568530472696e-17 4.92157636685932e-19
1 2 3 3 19 18 1.07882710143217e-18 2.06619363523217e-20
1 2 3 3 19 20 -4.34319003577628e-13 -4.00967763046381e-15
1 2 3 3 19 22 2.05823571496832e-12 3.14373021580119e-14
1 2 3 3 21 2 5.87428768165786e-12 6.45658318663024e-14
1 2 3 3 21 4 4.25919924548856e-12 3.97245245527561e-14
1 2 3 3 21 6 1.5051202154185e-12 1.23111338327352e-14
1 2 3 3 21 8 3.22081502561631e-13 2.34063199807895e-15
1 2 3 3 21 10 4.67393651244129e-14 3.03782014017447e-16
1 2 3 3 21 12 4.93454746269523e-15 2.87985352751901e-17
1 2 3 3 21 14 3.97679399571416e-16 2.08993613699291e-18
1 2 3 3 21 16 2.53335248204764e-17 1.20126381976391e-19
1 2 3 3 21 18 1.30896531022924e-18 5.58213382777998e-21
1 2 3 3 21 20 5.61403512427056e-20 2.12990575695647e-22
1 2 3 3 21 22 -1.04824682393533e-14 1.37042059920878e-16
1 2 3 3 23 2 4.39215889746333e-14 -2.34764861968669e-16
1 2 3 3 23 4 1.36556199721986e-13 -1.54995453085364e-15
1 2 3 3 23 6 1.02084574772011e-13 -1.38192862412721e-15
1 2 3 3 23 8 3.67983807525879e-14 -5.52723843468116e-16
1 2 3 3 23 10 7.99378188319889e-15 -1.29407969099571e-16
1 2 3 3 23 12 1.17419826088436e-15 -2.01543538055629e-17
1 2 3 3 23 14 1.2522961526899e-16 -2.25439216510847e-18
1 2 3 3 23 16 1.01797910443087e-17 -1.90680146408093e-19
1 2 3 3 23 18 6.53365196234148e-19 -1.26567394963931e-20
1 2 3 3 23 20 3.40023863507671e-20 -6.78264291818499e-22
1 2 3 3 23 22 1.46308975916531e-21 -3.00653874157873e-23
1 2 3 3 2 1 0.000179219178412641 5.32855899669691e-06
1 2 3 3 2 3 1.66969613170578e-05 4.36266479526335e-07
1 2 3 3 2 5 -2.50581346600622e-06 -9.28868544520593e-08
1 2 3 3 2 7 -9.58075681666959e-07 -3.14322220159875e-08
1 2 3 3 2 9 -1.46087610890728e-07 -4.65176391258579e-09
1 2 3 3 2 11 -1.43528046644241e-08 -4.49458430206294e-10
1 2 3 3 2 13 -1.02013243173625e-09 -3.15443950589329e-11
1 2 3 3 2 15 -5.51463932339215e-11 -1.6849213563194e-12
1 2 3 3 2 17 -2.32029122814653e-12 -6.99636206217474e-14
1 2 3 3 2 19 -7.61413693369029e-14 -2.25578672473123e-15
1 2 3 3 2 21 -1.88905792779645e-15 -5.42752879884462e-17
1 2 3 3 2 23 0.000189766577516011 5.73270970186224e-06
1 2 3 3 4 1 7.7047609135753e-05 2.25889000427377e-06
1 2 3 3 4 3 1.4376246517791e-05 4.02759402344541e-07
1 2 3 3 4 5 1.30456289409587e-06 3.22475749122996e-08
1 2 3 3 4 7 5.21734092933997e-09 -8.79380696939099e-10
1 2 3 3 4 9 -1.471015070153e-08 -5.50893495308176e-10
1 2 3 3 4 11 -2.22657374179843e-09 -7.54955134350709e-11
1 2 3 3 4 13 -2.01417171804275e-10 -6.5847807622174e-12
1 2 3 3 4 15 -1.33142211261918e-11 -4.26652126762106e-13
1 2 3 3 4 17 -6.91903167465812e-13 -2.1885291455136e-14
1 2 3 3 4 19 -2.93967690694754e-14 -9.21186746106385e-16
1 2 3 3 4 21 7.54173399066332e-05 2.30230206967503e-06
