12300 elements of T-matrix
s sp m mp n np Tr Ti 
1 2 0 0 8 3 0 0
1 2 0 0 8 5 0 0
1 2 0 0 8 7 0 0
1 2 0 0 8 9 0 0
1 2 0 0 8 11 0 0
1 2 0 0 8 13 0 0
1 2 0 0 8 15 0 0
1 2 0 0 8 17 0 0
1 2 0 0 8 19 0 0
1 2 0 0 8 21 0 0
1 2 0 0 8 23 0 0
1 2 0 0 8 25 0 0
1 2 0 0 10 1 0 0
1 2 0 0 10 3 0 0
1 2 0 0 10 5 0 0
1 2 0 0 10 7 0 0
1 2 0 0 10 9 0 0
1 2 0 0 10 11 0 0
1 2 0 0 10 13 0 0
1 2 0 0 10 15 0 0
1 2 0 0 10 17 0 0
1 2 0 0 10 19 0 0
1 2 0 0 10 21 0 0
1 2 0 0 10 23 0 0
1 2 0 0 10 25 0 0
1 2 0 0 12 1 0 0
1 2 0 0 12 3 0 0
1 2 0 0 12 5 0 0
1 2 0 0 12 7 0 0
1 2 0 0 12 9 0 0
1 2 0 0 12 11 0 0
1 2 0 0 12 13 0 0
1 2 0 0 12 15 0 0
1 2 0 0 12 17 0 0
1 2 0 0 12 19 0 0
1 2 0 0 12 21 0 0
1 2 0 0 12 23 0 0
1 2 0 0 12 25 0 0
1 2 0 0 14 1 0 0
1 2 0 0 14 3 0 0
1 2 0 0 14 5 0 0
1 2 0 0 14 7 0 0
1 2 0 0 14 9 0 0
1 2 0 0 14 11 0 0
1 2 0 0 14 13 0 0
1 2 0 0 14 15 0 0
1 2 0 0 14 17 0 0
1 2 0 0 14 19 0 0
1 2 0 0 14 21 0 0
1 2 0 0 14 23 0 0
1 2 0 0 14 25 0 0
1 2 0 0 16 1 0 0
1 2 0 0 16 3 0 0
1 2 0 0 16 5 0 0
1 2 0 0 16 7 0 0
1 2 0 0 16 9 0 0
1 2 0 0 16 11 0 0
1 2 0 0 16 13 0 0
1 2 0 0 16 15 0 0
1 2 0 0 16 17 0 0
1 2 0 0 16 19 0 0
1 2 0 0 16 21 0 0
1 2 0 0 16 23 0 0
1 2 0 0 16 25 0 0
1 2 0 0 18 1 0 0
1 2 0 0 18 3 0 0
1 2 0 0 18 5 0 0
1 2 0 0 18 7 0 0
1 2 0 0 18 9 0 0
1 2 0 0 18 11 0 0
1 2 0 0 18 13 0 0
1 2 0 0 18 15 0 0
1 2 0 0 18 17 0 0
1 2 0 0 18 19 0 0
1 2 0 0 18 21 0 0
1 2 0 0 18 23 0 0
1 2 0 0 18 25 0 0
1 2 0 0 20 1 0 0
1 2 0 0 20 3 0 0
1 2 0 0 20 5 0 0
1 2 0 0 20 7 0 0
1 2 0 0 20 9 0 0
1 2 0 0 20 11 0 0
1 2 0 0 20 13 0 0
1 2 0 0 20 15 0 0
1 2 0 0 20 17 0 0
1 2 0 0 20 19 0 0
1 2 0 0 20 21 0 0
1 2 0 0 20 23 0 0
1 2 0 0 20 25 0 0
1 2 0 0 22 1 0 0
1 2 0 0 22 3 0 0
1 2 0 0 22 5 0 0
1 2 0 0 22 7 0 0
1 2 0 0 22 9 0 0
1 2 0 0 22 11 0 0
1 2 0 0 22 13 0 0
1 2 0 0 22 15 0 0
1 2 0 0 22 17 0 0
1 2 0 0 22 19 0 0
1 2 0 0 22 21 0 0
1 2 0 0 22 23 0 0
1 2 0 0 22 25 0 0
1 2 0 0 24 1 0 0
1 2 0 0 24 3 0 0
1 2 0 0 24 5 0 0
1 2 0 0 24 7 0 0
1 2 0 0 24 9 0 0
1 2 0 0 24 11 0 0
1 2 0 0 24 13 0 0
1 2 0 0 24 15 0 0
1 2 0 0 24 17 0 0
1 2 0 0 24 19 0 0
1 2 0 0 24 21 0 0
1 2 0 0 24 23 0 0
1 2 0 0 24 25 0 0
2 1 0 0 2 1 0 0
2 1 0 0 2 3 0 0
2 1 0 0 2 5 0 0
2 1 0 0 2 7 0 0
2 1 0 0 2 9 0 0
2 1 0 0 2 11 0 0
2 1 0 0 2 13 0 0
2 1 0 0 2 15 0 0
2 1 0 0 2 17 0 0
2 1 0 0 2 19 0 0
2 1 0 0 2 21 0 0
2 1 0 0 2 23 0 0
2 1 0 0 2 25 0 0
2 1 0 0 4 1 0 0
2 1 0 0 4 3 0 0
2 1 0 0 4 5 0 0
2 1 0 0 4 7 0 0
2 1 0 0 4 9 0 0
2 1 0 0 4 11 0 0
2 1 0 0 4 13 0 0
2 1 0 0 4 15 0 0
2 1 0 0 4 17 0 0
2 1 0 0 4 19 0 0
2 1 0 0 4 21 0 0
2 1 0 0 4 23 0 0
2 1 0 0 4 25 0 0
2 1 0 0 6 1 0 0
2 1 0 0 6 3 0 0
2 1 0 0 6 5 0 0
2 1 0 0 6 7 0 0
2 1 0 0 6 9 0 0
2 1 0 0 6 11 0 0
2 1 0 0 6 13 0 0
2 1 0 0 6 15 0 0
2 1 0 0 6 17 0 0
2 1 0 0 6 19 0 0
2 1 0 0 6 21 0 0
2 1 0 0 6 23 0 0
2 1 0 0 6 25 0 0
2 1 0 0 8 1 0 0
2 1 0 0 8 3 0 0
2 1 0 0 8 5 0 0
2 1 0 0 8 7 0 0
2 1 0 0 8 9 0 0
2 1 0 0 8 11 0 0
2 1 0 0 8 13 0 0
2 1 0 0 8 15 0 0
2 1 0 0 8 17 0 0
2 1 0 0 8 19 0 0
2 1 0 0 8 21 0 0
2 1 0 0 8 23 0 0
2 1 0 0 8 25 0 0
2 1 0 0 10 1 0 0
2 1 0 0 10 3 0 0
2 1 0 0 10 5 0 0
2 1 0 0 10 7 0 0
2 1 0 0 10 9 0 0
2 1 0 0 10 11 0 0
2 1 0 0 10 13 0 0
2 1 0 0 10 15 0 0
2 1 0 0 10 17 0 0
2 1 0 0 10 19 0 0
2 1 0 0 10 21 0 0
2 1 0 0 10 23 0 0
2 1 0 0 10 25 0 0
2 1 0 0 12 1 0 0
2 1 0 0 12 3 0 0
2 1 0 0 12 5 0 0
2 1 0 0 12 7 0 0
2 1 0 0 12 9 0 0
2 1 0 0 12 11 0 0
2 1 0 0 12 13 0 0
2 1 0 0 12 15 0 0
2 1 0 0 12 17 0 0
2 1 0 0 12 19 0 0
2 1 0 0 12 21 0 0
2 1 0 0 12 23 0 0
2 1 0 0 12 25 0 0
2 1 0 0 14 1 0 0
2 1 0 0 14 3 0 0
2 1 0 0 14 5 0 0
2 1 0 0 14 7 0 0
2 1 0 0 14 9 0 0
2 1 0 0 14 11 0 0
2 1 0 0 14 13 0 0
2 1 0 0 14 15 0 0
2 1 0 0 14 17 0 0
2 1 0 0 14 19 0 0
2 1 0 0 14 21 0 0
2 1 0 0 14 23 0 0
2 1 0 0 14 25 0 0
2 1 0 0 16 1 0 0
2 1 0 0 16 3 0 0
2 1 0 0 16 5 0 0
2 1 0 0 16 7 0 0
2 1 0 0 16 9 0 0
2 1 0 0 16 11 0 0
2 1 0 0 16 13 0 0
2 1 0 0 16 15 0 0
2 1 0 0 16 17 0 0
2 1 0 0 16 19 0 0
2 1 0 0 16 21 0 0
2 1 0 0 16 23 0 0
2 1 0 0 16 25 0 0
2 1 0 0 18 1 0 0
2 1 0 0 18 3 0 0
2 1 0 0 18 5 0 0
2 1 0 0 18 7 0 0
2 1 0 0 18 9 0 0
2 1 0 0 18 11 0 0
2 1 0 0 18 13 0 0
2 1 0 0 18 15 0 0
2 1 0 0 18 17 0 0
2 1 0 0 18 19 0 0
2 1 0 0 18 21 0 0
2 1 0 0 18 23 0 0
2 1 0 0 18 25 0 0
2 1 0 0 20 1 0 0
2 1 0 0 20 3 0 0
2 1 0 0 20 5 0 0
2 1 0 0 20 7 0 0
2 1 0 0 20 9 0 0
2 1 0 0 20 11 0 0
2 1 0 0 20 13 0 0
2 1 0 0 20 15 0 0
2 1 0 0 20 17 0 0
2 1 0 0 20 19 0 0
2 1 0 0 20 21 0 0
2 1 0 0 20 23 0 0
2 1 0 0 20 25 0 0
2 1 0 0 22 1 0 0
2 1 0 0 22 3 0 0
2 1 0 0 22 5 0 0
2 1 0 0 22 7 0 0
2 1 0 0 22 9 0 0
2 1 0 0 22 11 0 0
2 1 0 0 22 13 0 0
2 1 0 0 22 15 0 0
2 1 0 0 22 17 0 0
2 1 0 0 22 19 0 0
2 1 0 0 22 21 0 0
2 1 0 0 22 23 0 0
2 1 0 0 22 25 0 0
2 1 0 0 24 1 0 0
2 1 0 0 24 3 0 0
2 1 0 0 24 5 0 0
2 1 0 0 24 7 0 0
2 1 0 0 24 9 0 0
2 1 0 0 24 11 0 0
2 1 0 0 24 13 0 0
2 1 0 0 24 15 0 0
2 1 0 0 24 17 0 0
2 1 0 0 24 19 0 0
2 1 0 0 24 21 0 0
2 1 0 0 24 23 0 0
2 1 0 0 24 25 0 0
2 1 0 0 1 2 0 0
2 1 0 0 1 4 0 0
2 1 0 0 1 6 0 0
2 1 0 0 1 8 0 0
2 1 0 0 1 10 0 0
2 1 0 0 1 12 0 0
2 1 0 0 1 14 0 0
2 1 0 0 1 16 0 0
2 1 0 0 1 18 0 0
2 1 0 0 1 20 0 0
2 1 0 0 1 22 0 0
2 1 0 0 1 24 0 0
2 1 0 0 3 2 0 0
2 1 0 0 3 4 0 0
2 1 0 0 3 6 0 0
2 1 0 0 3 8 0 0
2 1 0 0 3 10 0 0
2 1 0 0 3 12 0 0
2 1 0 0 3 14 0 0
2 1 0 0 3 16 0 0
2 1 0 0 3 18 0 0
2 1 0 0 3 20 0 0
2 1 0 0 3 22 0 0
2 1 0 0 3 24 0 0
2 1 0 0 5 2 0 0
2 1 0 0 5 4 0 0
2 1 0 0 5 6 0 0
2 1 0 0 5 8 0 0
2 1 0 0 5 10 0 0
2 1 0 0 5 12 0 0
2 1 0 0 5 14 0 0
2 1 0 0 5 16 0 0
2 1 0 0 5 18 0 0
2 1 0 0 5 20 0 0
2 1 0 0 5 22 0 0
2 1 0 0 5 24 0 0
2 1 0 0 7 2 0 0
2 1 0 0 7 4 0 0
2 1 0 0 7 6 0 0
2 1 0 0 7 8 0 0
2 1 0 0 7 10 0 0
2 1 0 0 7 12 0 0
2 1 0 0 7 14 0 0
2 1 0 0 7 16 0 0
2 1 0 0 7 18 0 0
2 1 0 0 7 20 0 0
2 1 0 0 7 22 0 0
2 1 0 0 7 24 0 0
2 1 0 0 9 2 0 0
2 1 0 0 9 4 0 0
2 1 0 0 9 6 0 0
2 1 0 0 9 8 0 0
2 1 0 0 9 10 0 0
2 1 0 0 9 12 0 0
2 1 0 0 9 14 0 0
2 1 0 0 9 16 0 0
2 1 0 0 9 18 0 0
2 1 0 0 9 20 0 0
2 1 0 0 9 22 0 0
2 1 0 0 9 24 0 0
2 1 0 0 11 2 0 0
2 1 0 0 11 4 0 0
2 1 0 0 11 6 0 0
2 1 0 0 11 8 0 0
2 1 0 0 11 10 0 0
2 1 0 0 11 12 0 0
2 1 0 0 11 14 0 0
2 1 0 0 11 16 0 0
2 1 0 0 11 18 0 0
2 1 0 0 11 20 0 0
2 1 0 0 11 22 0 0
2 1 0 0 11 24 0 0
2 1 0 0 13 2 0 0
2 1 0 0 13 4 0 0
2 1 0 0 13 6 0 0
2 1 0 0 13 8 0 0
2 1 0 0 13 10 0 0
2 1 0 0 13 12 0 0
2 1 0 0 13 14 0 0
2 1 0 0 13 16 0 0
2 1 0 0 13 18 0 0
2 1 0 0 13 20 0 0
2 1 0 0 13 22 0 0
2 1 0 0 13 24 0 0
2 1 0 0 15 2 0 0
2 1 0 0 15 4 0 0
2 1 0 0 15 6 0 0
2 1 0 0 15 8 0 0
2 1 0 0 15 10 0 0
2 1 0 0 15 12 0 0
2 1 0 0 15 14 0 0
2 1 0 0 15 16 0 0
2 1 0 0 15 18 0 0
2 1 0 0 15 20 0 0
2 1 0 0 15 22 0 0
2 1 0 0 15 24 0 0
2 1 0 0 17 2 0 0
2 1 0 0 17 4 0 0
2 1 0 0 17 6 0 0
2 1 0 0 17 8 0 0
2 1 0 0 17 10 0 0
2 1 0 0 17 12 0 0
2 1 0 0 17 14 0 0
2 1 0 0 17 16 0 0
2 1 0 0 17 18 0 0
2 1 0 0 17 20 0 0
2 1 0 0 17 22 0 0
2 1 0 0 17 24 0 0
2 1 0 0 19 2 0 0
2 1 0 0 19 4 0 0
2 1 0 0 19 6 0 0
2 1 0 0 19 8 0 0
2 1 0 0 19 10 0 0
2 1 0 0 19 12 0 0
2 1 0 0 19 14 0 0
2 1 0 0 19 16 0 0
2 1 0 0 19 18 0 0
2 1 0 0 19 20 0 0
2 1 0 0 19 22 0 0
2 1 0 0 19 24 0 0
2 1 0 0 21 2 0 0
2 1 0 0 21 4 0 0
2 1 0 0 21 6 0 0
2 1 0 0 21 8 0 0
2 1 0 0 21 10 0 0
2 1 0 0 21 12 0 0
2 1 0 0 21 14 0 0
2 1 0 0 21 16 0 0
2 1 0 0 21 18 0 0
2 1 0 0 21 20 0 0
2 1 0 0 21 22 0 0
2 1 0 0 21 24 0 0
2 1 0 0 23 2 0 0
2 1 0 0 23 4 0 0
2 1 0 0 23 6 0 0
2 1 0 0 23 8 0 0
2 1 0 0 23 10 0 0
2 1 0 0 23 12 0 0
2 1 0 0 23 14 0 0
2 1 0 0 23 16 0 0
2 1 0 0 23 18 0 0
2 1 0 0 23 20 0 0
2 1 0 0 23 22 0 0
2 1 0 0 23 24 0 0
2 1 0 0 25 2 0 0
2 1 0 0 25 4 0 0
2 1 0 0 25 6 0 0
2 1 0 0 25 8 0 0
2 1 0 0 25 10 0 0
2 1 0 0 25 12 0 0
2 1 0 0 25 14 0 0
2 1 0 0 25 16 0 0
2 1 0 0 25 18 0 0
2 1 0 0 25 20 0 0
2 1 0 0 25 22 0 0
2 1 0 0 25 24 0 0
2 2 0 0 2 2 -0.272780409872047 0.386386683864118
2 2 0 0 2 4 -0.11760702865316 0.0986723011695794
2 2 0 0 2 6 -0.00735097936937702 -0.0266164282704395
2 2 0 0 2 8 0.00796078646587241 -0.0178000707685636
2 2 0 0 2 10 0.00302425353847488 -0.00405800209990661
2 2 0 0 2 12 0.000586155791880551 -0.000528395474830826
2 2 0 0 2 14 7.59946558187181e-05 -4.30096503517581e-05
2 2 0 0 2 16 7.2558598181474e-06 -2.00858598025687e-06
2 2 0 0 2 18 5.37552491722812e-07 -8.4414997682379e-09
2 2 0 0 2 20 3.19770879571654e-08 7.20433184739439e-09
2 2 0 0 2 22 1.56568336043644e-09 7.05163891290903e-10
2 2 0 0 2 24 6.43131555216911e-11 4.25918778663838e-11
2 2 0 0 4 2 -0.117607033852681 0.0986723057332715
2 2 0 0 4 4 -0.162868064539066 0.263985796019841
2 2 0 0 4 6 -0.0914534821819048 0.132745527442757
2 2 0 0 4 8 -0.0281428543719963 0.0260876736259066
2 2 0 0 4 10 -0.00550103736522152 0.000976374713132447
2 2 0 0 4 12 -0.000744579633005796 -0.000585027039335534
2 2 0 0 4 14 -7.3801174145687e-05 -0.000147856639260775
2 2 0 0 4 16 -5.56649320178456e-06 -1.98273906405764e-05
2 2 0 0 4 18 -3.28179498903573e-07 -1.84185415623573e-06
2 2 0 0 4 20 -1.53949181288307e-08 -1.29696963227937e-07
2 2 0 0 4 22 -5.79805842850245e-10 -7.25943271821361e-09
2 2 0 0 4 24 -1.74822466852595e-11 -3.33001627464271e-10
2 2 0 0 6 2 -0.00735097771124729 -0.0266164286068402
2 2 0 0 6 4 -0.0914534812260901 0.132745526779155
2 2 0 0 6 6 -0.0871391187939786 0.179112115527034
2 2 0 0 6 8 -0.0380647978245652 0.0897916736703667
2 2 0 0 6 10 -0.0099244133627579 0.0250583174186023
2 2 0 0 6 12 -0.0017415921005108 0.00455549757761015
2 2 0 0 6 14 -0.000220959339465039 0.000588355076023195
2 2 0 0 6 16 -2.12718573543397e-05 5.70805850627853e-05
2 2 0 0 6 18 -1.60960042968683e-06 4.32633591338127e-06
2 2 0 0 6 20 -9.834513469311e-08 2.63780026769534e-07
2 2 0 0 6 22 -4.95655788541614e-09 1.32351242169701e-08
2 2 0 0 6 24 -2.09674152488145e-10 5.56543929974139e-10
2 2 0 0 8 2 0.00796078780503704 -0.0178000748920304
2 2 0 0 8 4 -0.0281428565418737 0.0260876825354439
2 2 0 0 8 6 -0.0380647797990509 0.0897916492671643
2 2 0 0 8 8 -0.0197860427010045 0.063410778679472
2 2 0 0 8 10 -0.00579269860896144 0.0219720789819455
2 2 0 0 8 12 -0.00110679089800353 0.00467785868252885
2 2 0 0 8 14 -0.000149952940456588 0.000683547208560381
2 2 0 0 8 16 -1.52132666103385e-05 7.33305112740924e-05
2 2 0 0 8 18 -1.20164414024209e-06 6.04613552147816e-06
2 2 0 0 8 20 -7.60966570835084e-08 3.96135590357466e-07
2 2 0 0 8 22 -3.95355665871277e-09 2.11577138447347e-08
2 2 0 0 8 24 -1.71673479782697e-10 9.4001451125578e-10
2 2 0 0 10 2 0.0030242545338056 -0.00405800459991203
2 2 0 0 10 4 -0.0055010371193956 0.000976380818469244
2 2 0 0 10 6 -0.0099244180604798 0.0250583108070638
2 2 0 0 10 8 -0.00579271516228714 0.0219720873430832
2 2 0 0 10 10 -0.00182161842153632 0.00854438091689194
2 2 0 0 10 12 -0.000366020240432088 0.00196574720528685
2 2 0 0 10 14 -5.15086229205025e-05 0.000304207987338154
2 2 0 0 10 16 -5.3843108460535e-06 3.41314258006528e-05
2 2 0 0 10 18 -4.35745823323936e-07 2.9181165158592e-06
2 2 0 0 10 20 -2.81573307899646e-08 1.97036402329633e-07
2 2 0 0 10 22 -1.48812680073479e-09 1.07957619768261e-08
2 2 0 0 10 24 -6.55768367316149e-11 4.90310982483937e-10
2 2 0 0 12 2 0.000586157983446011 -0.000528393130167041
2 2 0 0 12 4 -0.000744577641803876 -0.000585040340070044
2 2 0 0 12 6 -0.00174160413044299 0.00455551597392319
2 2 0 0 12 8 -0.00110680758814274 0.0046779007111519
2 2 0 0 12 10 -0.00036602581643006 0.00196576868945871
2 2 0 0 12 12 -7.61843013038837e-05 0.000476102059547977
2 2 0 0 12 14 -1.101203792093e-05 7.65375761819977e-05
2 2 0 0 12 16 -1.17594559397278e-06 8.84783405761208e-06
2 2 0 0 12 18 -9.68571673600637e-08 7.75109586369402e-07
2 2 0 0 12 20 -6.35246240313793e-09 5.34132429344636e-08
2 2 0 0 12 22 -3.40033828150091e-10 2.97782081361551e-09
2 2 0 0 12 24 -1.51516064043082e-11 1.37299958281651e-10
2 2 0 0 14 2 7.59926788738088e-05 -4.30135877651231e-05
2 2 0 0 14 4 -7.38104275370999e-05 -0.000147839410996982
2 2 0 0 14 6 -0.000220931835172807 0.000588332855295422
2 2 0 0 14 8 -0.000149916115128282 0.000683506228963936
2 2 0 0 14 10 -5.14901574604589e-05 0.000304185600390032
2 2 0 0 14 12 -1.10067656313093e-05 7.65300153531334e-05
2 2 0 0 14 14 -1.62404025860358e-06 1.26579196599956e-05
2 2 0 0 14 16 -1.76345456840934e-07 1.49669714694066e-06
2 2 0 0 14 18 -1.47292179387851e-08 1.33583708330132e-07
2 2 0 0 14 20 -9.77734902682711e-10 9.35168351086576e-09
2 2 0 0 14 22 -5.28877464031332e-11 5.28483815698291e-10
2 2 0 0 14 24 -2.3784597906893e-12 2.46586401830942e-11
2 2 0 0 16 2 7.2496582977051e-06 -2.0163907879242e-06
2 2 0 0 16 4 -5.57668007585469e-06 -1.97856006894526e-05
2 2 0 0 16 6 -2.12262174538628e-05 5.70204676637821e-05
2 2 0 0 16 8 -1.5158181790278e-05 7.32211397864235e-05
2 2 0 0 16 10 -5.35841555902861e-06 3.40730955397612e-05
2 2 0 0 16 12 -1.16905280507833e-06 8.83115728913456e-06
2 2 0 0 16 14 -1.75264694450482e-07 1.49385712132349e-06
2 2 0 0 16 16 -1.92823435458041e-08 1.79854911134479e-07
2 2 0 0 16 18 -1.628542105611e-09 1.62962536846449e-08
2 2 0 0 16 20 -1.09157627392981e-10 1.155728485162e-09
2 2 0 0 16 22 -5.95598428585088e-12 6.60524212022538e-11
2 2 0 0 16 24 -2.69902175425406e-13 3.1125958027391e-12
2 2 0 0 18 2 5.32971740122726e-07 -1.33005425240911e-08
2 2 0 0 18 4 -3.3236325391767e-07 -1.8133684270034e-06
2 2 0 0 18 6 -1.58312197491468e-06 4.28362304168997e-06
2 2 0 0 18 8 -1.17189066338358e-06 5.96990497100332e-06
2 2 0 0 18 10 -4.22187224317726e-07 2.87770327795823e-06
2 2 0 0 18 12 -9.33209944267338e-08 7.63667775768231e-07
2 2 0 0 18 14 -1.41331011387688e-08 1.31530263904661e-07
2 2 0 0 18 16 -1.56791874235338e-09 1.60693594414988e-08
2 2 0 0 18 18 -1.3336418872039e-10 1.47406691419015e-09
2 2 0 0 18 20 -8.99376909488824e-12 1.05672487195876e-10
2 2 0 0 18 22 -4.93527216437993e-13 6.09748740397733e-12
2 2 0 0 18 24 -2.24805002484236e-14 2.89742320493115e-13
2 2 0 0 20 2 3.03201758744625e-08 5.63701287901072e-09
2 2 0 0 20 4 -1.6190338654925e-08 -1.19893820121171e-07
2 2 0 0 20 6 -9.03246017647534e-08 2.48692115520838e-07
2 2 0 0 20 8 -6.76991202072777e-08 3.69520494944345e-07
2 2 0 0 20 10 -2.44546899861952e-08 1.82970752960013e-07
2 2 0 0 20 12 -5.40616488772135e-09 4.9442768809355e-08
2 2 0 0 20 14 -8.18160824203546e-10 8.63546052711769e-09
2 2 0 0 20 16 -9.06771960103786e-11 1.06716074809805e-09
2 2 0 0 20 18 -7.70504757929337e-12 9.88466400664517e-11
2 2 0 0 20 20 -5.189952572357e-13 7.14636764531467e-12
2 2 0 0 20 22 -2.84476251459374e-14 4.15619393634494e-13
2 2 0 0 20 24 -1.29539705870087e-15 1.98886267312027e-14
2 2 0 0 22 2 1.23228798928427e-09 4.14716382493915e-10
2 2 0 0 22 4 -6.36162646694342e-10 -5.35281221041208e-09
2 2 0 0 22 6 -3.56902457624602e-09 1.02497851509643e-08
2 2 0 0 22 8 -2.60752228549156e-09 1.59262319820158e-08
2 2 0 0 22 10 -9.17550225861938e-10 8.03380834095891e-09
2 2 0 0 22 12 -1.97881891814049e-10 2.19855828143672e-09
2 2 0 0 22 14 -2.92684649606844e-11 3.8779627045295e-10
2 2 0 0 22 16 -3.17599625389417e-12 4.83164747512567e-11
2 2 0 0 22 18 -2.64653647145543e-13 4.50681184233572e-12
2 2 0 0 22 20 -1.75091084532167e-14 3.27788542975991e-13
2 2 0 0 22 22 -9.42891791647791e-16 1.91722494412788e-14
2 2 0 0 22 24 -4.22739919133543e-17 9.22920892886712e-16
2 2 0 0 24 2 2.6651787797897e-11 1.11811740768658e-11
2 2 0 0 24 4 -1.52944898408277e-11 -1.21416091984442e-10
2 2 0 0 24 6 -7.19337374145416e-11 2.22934193604856e-10
2 2 0 0 24 8 -4.84963998607032e-11 3.55636988933507e-10
2 2 0 0 24 10 -1.57860456621902e-11 1.81416456729557e-10
2 2 0 0 24 12 -3.14807422872219e-12 5.00361624126132e-11
2 2 0 0 24 14 -4.30167582593101e-13 8.88051143646726e-12
2 2 0 0 24 16 -4.30685403829599e-14 1.11220717521766e-12
2 2 0 0 24 18 -3.3055414432128e-15 1.04211434645093e-13
2 2 0 0 24 20 -2.00953921311059e-16 7.60972791117772e-15
2 2 0 0 24 22 -9.91968934853527e-18 4.46418606857365e-16
2 2 0 0 24 24 -4.02904417645559e-19 2.1603391242694e-17
2 2 0 0 1 1 -0.379220319256213 0.445089616390717
2 2 0 0 1 3 -0.0846261227655418 0.050592803327989
2 2 0 0 1 5 0.0122441790075251 -0.027085939085679
2 2 0 0 1 7 0.0104937645809186 -0.00628325971938156
2 2 0 0 1 9 0.00243438493132934 0.00115718396430511
2 2 0 0 1 11 0.000296117362921013 0.000716052407983364
2 2 0 0 1 13 1.77854397948979e-05 0.000153472410870706
2 2 0 0 1 15 -2.88985427792308e-07 2.04886927497329e-05
2 2 0 0 1 17 -1.7500276349552e-07 1.96058419152018e-06
2 2 0 0 1 19 -2.0025294588801e-08 1.43703098347557e-07
2 2 0 0 1 21 -1.47614313708802e-09 8.39938123589363e-09
2 2 0 0 1 23 -8.20213676992576e-11 4.02546512335744e-10
2 2 0 0 1 25 -3.65386103438883e-12 1.61508881620433e-11
2 2 0 0 3 1 -0.0846261204080171 0.0505928025298107
2 2 0 0 3 3 -0.200964777138418 0.319912670859709
2 2 0 0 3 5 -0.111578982710013 0.125839754516177
2 2 0 0 3 7 -0.0261736480475808 -0.00195603724652287
2 2 0 0 3 9 -0.00209195377032551 -0.0121275310654343
2 2 0 0 3 11 0.000358298332245552 -0.00380228146609314
2 2 0 0 3 13 0.000129443596072729 -0.000663248290279902
2 2 0 0 3 15 2.00382674697472e-05 -7.91018968866304e-05
2 2 0 0 3 17 2.06286915549176e-06 -7.01936305862287e-06
2 2 0 0 3 19 1.58257784236966e-07 -4.86494428183475e-07
2 2 0 0 3 21 9.55560677527632e-09 -2.7205918412592e-08
2 2 0 0 3 23 4.69606726703509e-10 -1.25723189359579e-09
2 2 0 0 3 25 1.9231495307227e-11 -4.8905721434463e-11
2 2 0 0 5 1 0.0122441796156585 -0.0270859384873597
2 2 0 0 5 3 -0.111578980336346 0.125839749967848
2 2 0 0 5 5 -0.129285326106503 0.223048702330839
2 2 0 0 5 7 -0.06527394884134 0.120989636100948
2 2 0 0 5 9 -0.0192097890110153 0.0341252238317827
2 2 0 0 5 11 -0.00374251811526446 0.00601548603050286
2 2 0 0 5 13 -0.000520632922418144 0.000728505692113568
2 2 0 0 5 15 -5.44305768404404e-05 6.41254290980465e-05
2 2 0 0 5 17 -4.43858991666879e-06 4.24680346886984e-06
2 2 0 0 5 19 -2.90440106265515e-07 2.15429838591052e-07
2 2 0 0 5 21 -1.55956427817046e-08 8.35860943712769e-09
2 2 0 0 5 23 -6.99797466010307e-10 2.38370279805834e-10
2 2 0 0 5 25 -2.66377315121243e-11 4.15176240721428e-12
2 2 0 0 7 1 0.0104937651329465 -0.00628325961547659
2 2 0 0 7 3 -0.0261736510766415 -0.00195603717304332
2 2 0 0 7 5 -0.0652739540885988 0.120989642312386
2 2 0 0 7 7 -0.0462882272714958 0.120424702451402
2 2 0 0 7 9 -0.0168240642831774 0.0512135877785902
2 2 0 0 7 11 -0.00380299847227588 0.0127022676101962
2 2 0 0 7 13 -0.000591879362363589 0.00210207197808127
2 2 0 0 7 15 -6.76140699015611e-05 0.000250801503045041
2 2 0 0 7 17 -5.92674908258755e-06 2.27047070504855e-05
2 2 0 0 7 19 -4.11917289811874e-07 1.61758839504281e-06
2 2 0 0 7 21 -2.32815140154097e-08 9.32304316277901e-08
2 2 0 0 7 23 -1.09189956507177e-09 4.44195711144646e-09
2 2 0 0 7 25 -4.32006956983887e-11 1.78035141103106e-10
2 2 0 0 9 1 0.0024343859132867 0.00115718286322421
2 2 0 0 9 3 -0.00209195661048437 -0.0121275293965196
2 2 0 0 9 5 -0.019209789237017 0.0341252296992084
2 2 0 0 9 7 -0.0168240595154545 0.0512135791633714
2 2 0 0 9 9 -0.00679651830120286 0.0263047388558627
2 2 0 0 9 11 -0.00164494222319716 0.00737486194668774
2 2 0 0 9 13 -0.000268990713729607 0.00133445359731289
2 2 0 0 9 15 -3.19221184113219e-05 0.000170601518375619
2 2 0 0 9 17 -2.88496382601514e-06 1.63254034381269e-05
2 2 0 0 9 19 -2.05621244231689e-07 1.21756961553238e-06
2 2 0 0 9 21 -1.1870442322901e-08 7.29336033963134e-08
2 2 0 0 9 23 -5.66906383467281e-10 3.59164842195813e-09
2 2 0 0 9 25 -2.278534293691e-11 1.48150944504772e-10
2 2 0 0 11 1 0.000296117117714037 0.000716051917853382
2 2 0 0 11 3 0.000358299030978859 -0.00380227958331462
2 2 0 0 11 5 -0.00374251773620415 0.00601548342130369
2 2 0 0 11 7 -0.00380300188843682 0.0127022652888138
